customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure
1557-EMYVT,Female,0,No,No,2,2,2,Credit card (automatic),115.05,4895.1,No,42.55
1559-DTODC,Male,0,No,No,0,1,0,Bank transfer (automatic),25.15,468.35,No,18.62
1561-BWHIN,Male,0,Yes,Yes,1,0,1,Mailed check,19.8,344.5,No,17.40
1563-IWQEX,Female,0,No,No,1,0,0,Mailed check,19.7,220.35,No,11.19
1564-HJUVY,Male,0,No,No,1,1,0,Bank transfer (automatic),63.75,226.2,No,3.55
1564-NTYXF,Female,1,No,No,2,2,0,Electronic check,82,1127.2,Yes,13.75
1565-RHDJD,Female,0,No,Yes,2,2,0,Bank transfer (automatic),84.05,333.55,Yes,3.97
1567-DSCIC,Male,0,No,No,2,2,0,Electronic check,94,773.65,Yes,8.23
1568-BEKZM,Male,1,Yes,No,2,1,2,Credit card (automatic),90.05,6333.4,No,70.33
1568-LJSZU,Male,0,Yes,Yes,2,1,2,Credit card (automatic),92.2,6392.85,No,69.34
1569-TTNYJ,Male,0,Yes,No,2,2,0,Electronic check,78.75,412.1,Yes,5.23
1571-SAVHK,Male,0,No,No,2,2,0,Mailed check,99.95,1132.75,Yes,11.33
1573-LGXBA,Male,0,Yes,Yes,1,2,1,Credit card (automatic),97.55,5598,No,57.39
1574-DYCWE,Female,0,Yes,Yes,1,0,2,Mailed check,19.95,1028.75,No,51.57
1575-KRZZE,Female,0,No,No,1,1,0,Electronic check,55.2,220.65,No,4.00
1576-PFZIW,Male,1,Yes,No,1,2,2,Credit card (automatic),105.35,7511.9,No,71.30
1577-HKTFG,Female,0,Yes,No,1,0,0,Bank transfer (automatic),19.65,655.85,Yes,33.38
1579-KLYDT,Male,0,No,No,2,2,0,Electronic check,90.45,593.45,Yes,6.56
1580-BMCMR,Male,1,No,No,1,2,0,Electronic check,87.3,1637.3,No,18.75
1582-RAFML,Male,0,No,No,2,1,0,Mailed check,60.1,60.1,Yes,1.00
1583-IHQZE,Male,0,No,No,2,2,0,Mailed check,112.95,1384.75,Yes,12.26
1585-MQSSU,Male,0,No,No,1,1,0,Mailed check,51.5,900.5,Yes,17.49
1587-FKLZB,Male,1,Yes,Yes,2,2,0,Credit card (automatic),99.5,6822.15,Yes,68.56
1589-AGTLK,Male,0,No,No,1,1,0,Electronic check,45.35,141.5,Yes,3.12
1591-MQJTP,Male,1,Yes,No,2,2,1,Bank transfer (automatic),93.65,4839.15,No,51.67
1591-NFNLQ,Male,0,No,No,2,2,0,Credit card (automatic),80,4242.35,Yes,53.03
1591-XWLGB,Female,0,Yes,No,1,0,2,Credit card (automatic),19.85,1379.6,No,69.50
1596-BBVTG,Male,0,No,No,2,2,0,Credit card (automatic),75.35,2636.05,Yes,34.98
1596-OQSPS,Female,0,No,No,1,1,0,Electronic check,51.1,531.15,No,10.39
1597-FZREH,Female,0,No,No,1,1,0,Electronic check,76.4,160.8,Yes,2.10
1597-LHYNC,Female,1,No,No,2,2,0,Electronic check,95,2497.2,Yes,26.29
1599-EAHXY,Male,0,Yes,Yes,2,0,1,Credit card (automatic),23.95,1506.4,No,62.90
1599-MMYRQ,Male,0,Yes,Yes,1,2,1,Credit card (automatic),81.45,4983.05,No,61.18
1600-DILPE,Female,0,No,No,1,1,0,Bank transfer (automatic),45,524.35,No,11.65
1602-IJQQE,Female,0,No,No,2,2,0,Electronic check,75.35,338.1,Yes,4.49
1608-GMEWB,Male,1,No,No,2,2,0,Bank transfer (automatic),93.9,4200.25,No,44.73
1612-EOHDH,Female,0,No,No,1,1,0,Electronic check,45.15,45.15,Yes,1.00
1614-JBEBI,Female,0,No,No,1,0,0,Mailed check,20.7,137.6,No,6.65
1618-CFHME,Female,0,No,No,2,2,0,Electronic check,75.9,143.35,Yes,1.89
1619-YWUBB,Female,0,Yes,No,2,0,2,Credit card (automatic),24.95,1614.9,No,64.73
1621-YNCJH,Female,0,Yes,No,2,2,2,Credit card (automatic),106.05,3834.4,No,36.16
1622-HSHSF,Female,0,No,No,1,0,0,Mailed check,19.55,19.55,No,1.00
1623-NLDOT,Female,0,Yes,No,0,1,1,Mailed check,33.55,1445.3,Yes,43.08
1624-NALOJ,Male,1,No,No,2,2,0,Electronic check,89.8,502.6,Yes,5.60
1624-WOIWJ,Female,0,No,No,1,2,0,Mailed check,84.7,832.05,Yes,9.82
1625-JAIIY,Female,0,Yes,Yes,2,2,1,Electronic check,83,5685.8,Yes,68.50
1626-ERCMM,Male,1,Yes,No,2,2,0,Electronic check,94.55,1899.65,Yes,20.09
1627-AFWVJ,Female,0,No,No,1,0,2,Mailed check,19.4,554.25,No,28.57
1628-BIZYP,Male,0,No,No,1,2,0,Electronic check,85,85,No,1.00
1629-DQQVB,Female,0,No,No,1,1,0,Bank transfer (automatic),50.1,709.5,No,14.16
1635-FJFCC,Female,0,No,No,1,1,0,Credit card (automatic),44.05,202.15,No,4.59
1635-HDGFT,Female,0,No,Yes,1,0,2,Mailed check,20.5,398.55,No,19.44
1635-NZATJ,Male,1,Yes,No,2,0,2,Credit card (automatic),25.45,1789.65,No,70.32
1636-NTNCO,Male,1,No,No,0,1,0,Credit card (automatic),50.95,207.35,No,4.07
1640-PLFMP,Female,0,No,No,1,2,0,Electronic check,70.25,70.25,No,1.00
1641-BYBTK,Male,0,No,Yes,1,0,0,Mailed check,20.2,98.35,No,4.87
1641-RQDAY,Female,1,Yes,Yes,2,2,0,Electronic check,100.4,3217.65,No,32.05
1642-HMARX,Female,0,Yes,No,2,1,2,Electronic check,91.7,6424.7,No,70.06
1644-IRKSF,Female,0,Yes,Yes,1,2,1,Electronic check,93.8,3124.5,Yes,33.31
1656-DRSMG,Female,0,No,No,2,2,0,Credit card (automatic),109.85,7002.95,No,63.75
1657-DYMBM,Male,0,Yes,No,1,0,2,Credit card (automatic),19.9,1110.05,No,55.78
1658-BYGOY,Male,1,No,No,2,2,0,Electronic check,95.45,1752.55,Yes,18.36
1658-TJVOA,Female,1,No,No,1,2,0,Electronic check,74.1,450.9,No,6.09
1658-XUHBX,Female,1,Yes,Yes,2,2,0,Credit card (automatic),88.75,5348.65,No,60.27
1660-HSOOQ,Male,0,No,No,1,1,0,Mailed check,49.65,49.65,Yes,1.00
1661-CZBAU,Male,0,No,No,2,1,1,Bank transfer (automatic),70.95,3629.2,No,51.15
1663-MHLHE,Male,0,No,No,1,0,0,Mailed check,19.2,19.2,No,1.00
1666-JXLKU,Female,0,No,No,2,2,0,Electronic check,100.05,3810.55,No,38.09
1666-JZPZT,Male,0,No,No,2,1,0,Mailed check,49,1291.35,No,26.35
1670-SVOWZ,Female,0,Yes,Yes,1,2,0,Credit card (automatic),89.65,1208.35,Yes,13.48
1676-MQAOA,Male,0,No,No,1,1,2,Bank transfer (automatic),75.1,5336.35,No,71.06
1678-FYZOW,Female,0,No,No,1,2,0,Electronic check,79.4,244.65,Yes,3.08
1679-JRFBR,Female,0,Yes,Yes,2,2,1,Credit card (automatic),108.15,7930.55,No,73.33
1680-VDCWW,Male,0,Yes,No,1,0,1,Bank transfer (automatic),19.8,202.25,No,10.21
1682-VCOIO,Male,0,No,No,1,0,1,Mailed check,20.45,481.1,No,23.53
1684-FLBGS,Female,0,Yes,Yes,2,1,0,Credit card (automatic),69.5,1652.1,No,23.77
1685-BQULA,Female,0,No,No,2,2,0,Bank transfer (automatic),93.4,3756.4,No,40.22
1685-VAYJF,Male,0,No,No,1,1,0,Credit card (automatic),45.2,492,No,10.88
1686-STUHN,Male,0,No,No,1,0,1,Bank transfer (automatic),19.8,849.9,No,42.92
1689-MRZQR,Male,0,Yes,Yes,1,2,0,Electronic check,78.3,2564.3,Yes,32.75
1689-YQBYY,Female,0,No,Yes,2,2,0,Electronic check,76.6,893,No,11.66
1696-HXOWK,Female,0,Yes,No,2,2,1,Mailed check,95.65,6856.95,No,71.69
1696-MZVAU,Male,0,Yes,Yes,0,1,1,Credit card (automatic),25.25,947.75,No,37.53
1697-BCSHV,Female,0,Yes,Yes,2,1,0,Bank transfer (automatic),66.8,3970.4,No,59.44
1697-LYYYX,Female,0,Yes,Yes,1,0,1,Credit card (automatic),19.1,1143.8,No,59.88
1697-NVVGY,Male,1,Yes,No,1,1,0,Bank transfer (automatic),66.4,1286.05,No,19.37
1698-XFZCI,Male,0,No,No,2,2,1,Electronic check,107.75,6521.9,No,60.53
1699-HPSBG,Male,0,No,No,1,1,1,Electronic check,59.8,727.8,Yes,12.17
1699-TLDLZ,Female,0,Yes,Yes,1,0,2,Mailed check,19.7,301.55,No,15.31
1699-UOTXU,Male,0,No,No,1,1,2,Electronic check,61.4,3638.25,No,59.25
1702-CCFNJ,Male,0,Yes,No,2,1,0,Bank transfer (automatic),61.35,3169.55,No,51.66
1703-MGIAB,Female,0,No,No,2,1,0,Mailed check,69,1108,No,16.06
1704-NRWYE,Female,1,No,No,1,2,0,Electronic check,80.85,751.65,Yes,9.30
1705-GUHPV,Female,0,No,No,2,0,2,Mailed check,24.2,1618.2,No,66.87
1707-HABPF,Female,1,No,No,1,2,1,Bank transfer (automatic),91.3,4126.35,No,45.20
1708-PBBOA,Female,0,No,No,0,1,1,Electronic check,54.75,2348.45,No,42.89
1709-EJDOX,Female,0,Yes,Yes,1,0,2,Mailed check,19.75,948.9,No,48.05
1710-RCXUS,Male,0,Yes,No,2,2,1,Credit card (automatic),90.35,4614.55,No,51.07
1716-LSAMB,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),54.65,2553.7,No,46.73
1722-LDZJS,Male,0,Yes,Yes,1,0,1,Credit card (automatic),20.2,1068.15,No,52.88
1723-HKXJQ,Male,0,No,No,2,2,0,Electronic check,101.75,4273.45,Yes,42.00
1724-BQUHA,Male,1,No,No,1,2,0,Electronic check,89.5,477.7,Yes,5.34
1724-IQWNM,Male,0,No,Yes,1,0,0,Mailed check,19.3,19.3,No,1.00
1725-IQNIY,Male,0,Yes,No,1,2,2,Bank transfer (automatic),109.75,6110.2,Yes,55.67
1725-MIMXW,Male,0,No,Yes,1,0,0,Mailed check,19.45,19.45,Yes,1.00
1728-BQDMA,Female,0,No,No,1,1,0,Electronic check,44.45,82.7,No,1.86
1728-CXQBE,Male,1,Yes,No,2,2,0,Electronic check,94.25,6081.4,No,64.52
1729-VLAZJ,Female,0,No,Yes,0,1,1,Mailed check,40.25,411.45,No,10.22
1730-VFMWO,Female,0,Yes,No,1,1,0,Bank transfer (automatic),50.2,1815.3,No,36.16
1730-ZMAME,Female,1,No,No,1,2,0,Electronic check,79.5,2665,No,33.52
1731-TVIUK,Female,0,No,No,2,2,0,Electronic check,93.5,362.2,Yes,3.87
1732-FEKLD,Female,0,No,No,2,2,1,Bank transfer (automatic),94.75,5121.75,No,54.06
1732-VHUBQ,Female,1,Yes,Yes,1,2,0,Bank transfer (automatic),70.55,3309.25,Yes,46.91
1734-ZMNTZ,Female,0,Yes,Yes,2,0,2,Mailed check,25,300.7,No,12.03
1735-XMJVH,Male,0,Yes,Yes,1,0,0,Mailed check,19.35,152.6,No,7.89
1740-CSDJP,Male,0,No,No,0,1,0,Bank transfer (automatic),35.25,35.25,Yes,1.00
1741-WTPON,Male,0,Yes,Yes,2,2,2,Mailed check,115.85,6567.9,No,56.69
1744-JHKYS,Female,0,Yes,No,2,0,0,Electronic check,24.7,780.2,No,31.59
1746-TGTWV,Male,0,Yes,No,1,2,0,Credit card (automatic),75.35,75.35,No,1.00
1750-CSKKM,Male,0,No,Yes,1,1,0,Electronic check,55.35,449.75,Yes,8.13
1751-NCDLI,Male,1,Yes,No,2,2,0,Electronic check,98.85,4564.9,No,46.18
1752-OZXFY,Male,0,Yes,No,1,1,1,Mailed check,59.8,3561.15,No,59.55
1754-GKYPY,Male,1,Yes,No,1,2,0,Bank transfer (automatic),89.75,1938.9,No,21.60
1755-FZQEC,Male,0,No,No,1,0,1,Mailed check,19.9,791.15,No,39.76
1755-RMCXH,Male,0,Yes,Yes,1,0,0,Mailed check,20.3,40.25,No,1.98
1757-TCATG,Male,0,Yes,Yes,1,0,1,Bank transfer (automatic),20.05,746.75,No,37.24
1760-CAZHT,Male,0,No,Yes,1,0,0,Mailed check,20.8,460.2,No,22.13
1761-AEZZR,Male,0,No,No,1,2,0,Electronic check,79.55,79.55,Yes,1.00
1763-KUAAW,Female,1,No,No,1,0,1,Bank transfer (automatic),20.35,369.6,No,18.16
1763-WQFUK,Male,0,No,No,1,1,0,Mailed check,50.5,147.75,No,2.93
1764-VUUMT,Male,0,No,Yes,1,0,2,Credit card (automatic),19.95,1269.1,No,63.61
1766-GKNMI,Male,0,No,No,2,2,0,Electronic check,84.9,2516.2,No,29.64
1767-CJKBA,Male,0,No,No,2,0,2,Mailed check,25.1,1697.7,No,67.64
1767-TGTKO,Female,0,Yes,Yes,1,1,0,Electronic check,45.45,411.75,No,9.06
1768-HNVGJ,Female,1,No,No,2,1,0,Electronic check,70.05,3062.45,No,43.72
1768-ZAIFU,Female,1,No,No,0,1,0,Electronic check,25.2,25.2,Yes,1.00
1769-GRUIK,Female,0,No,No,1,2,0,Electronic check,71.1,1247.75,No,17.55
1771-OADNZ,Male,1,Yes,No,2,2,0,Electronic check,95.9,2745.2,Yes,28.63
1775-KWJKQ,Male,0,Yes,Yes,2,1,2,Credit card (automatic),89.85,6562.9,No,73.04
1776-SPBWV,Female,0,Yes,Yes,1,0,1,Bank transfer (automatic),20.1,682.1,No,33.94
1777-JYQPJ,Male,0,No,No,0,1,0,Mailed check,24.3,38.45,No,1.58
1779-PWPMG,Female,1,Yes,No,2,2,2,Bank transfer (automatic),114.65,8333.95,No,72.69
1784-BXEFA,Female,0,No,No,1,0,0,Mailed check,20.55,187.35,No,9.12
1784-EZDKJ,Male,0,Yes,No,2,2,1,Bank transfer (automatic),106.8,5498.8,No,51.49
1785-BPHTP,Male,0,Yes,Yes,1,2,0,Electronic check,85.45,2289.9,No,26.80
1790-NESIO,Female,0,No,No,1,0,2,Mailed check,20.4,261.3,No,12.81
1791-PQHBB,Female,0,No,Yes,1,1,0,Credit card (automatic),61.2,125.95,No,2.06
1792-UXAFY,Female,1,No,No,1,2,0,Electronic check,89.15,1496.9,Yes,16.79
1794-HBQTJ,Female,0,No,No,1,1,0,Credit card (automatic),48.6,48.6,Yes,1.00
1794-SWWKL,Male,0,Yes,Yes,2,1,0,Bank transfer (automatic),59.65,867.1,No,14.54
1796-JANOW,Female,0,No,No,1,0,0,Mailed check,19.95,38.15,No,1.91
1803-BGNBD,Female,0,No,No,1,1,0,Electronic check,54.3,654.5,No,12.05
1809-DMJHQ,Female,0,No,Yes,1,1,0,Mailed check,46,221.7,Yes,4.82
1810-BOHSY,Male,0,Yes,No,2,2,1,Credit card (automatic),96.4,4911.05,No,50.94
1810-MVMAI,Male,0,Yes,Yes,2,1,0,Electronic check,67.6,2000.2,No,29.59
1813-JLKWR,Female,0,Yes,Yes,1,0,1,Bank transfer (automatic),19.8,1336.65,No,67.51
1813-JYWTO,Female,0,Yes,No,2,2,2,Bank transfer (automatic),80.45,5737.6,No,71.32
1814-DKOLC,Female,0,No,No,2,0,0,Mailed check,25.45,134.75,No,5.29
1814-WFGVS,Male,0,Yes,Yes,0,1,2,Mailed check,48.9,3527,No,72.13
1816-FLZDK,Male,0,No,No,0,1,0,Mailed check,29.15,29.15,No,1.00
1818-ESQMW,Female,0,No,No,1,2,0,Electronic check,89.2,2383.6,No,26.72
1820-DJFPH,Female,0,Yes,Yes,2,0,2,Bank transfer (automatic),24.05,1709.15,No,71.07
1820-TQVEV,Male,0,No,No,1,2,0,Electronic check,69.55,69.55,Yes,1.00
1821-BUCWY,Male,0,No,No,1,1,2,Mailed check,55.65,1653.85,No,29.72
1830-GGFNM,Male,0,Yes,Yes,2,2,2,Credit card (automatic),94.55,6078.75,No,64.29
1830-IPXVJ,Female,0,Yes,Yes,1,0,2,Credit card (automatic),19.75,1311.6,No,66.41
1832-PEUTS,Male,0,Yes,Yes,2,2,2,Credit card (automatic),89.1,5411.65,No,60.74
1833-TCXKK,Male,0,Yes,No,2,2,0,Bank transfer (automatic),107.75,4882.8,No,45.32
1833-VGRUM,Female,1,No,No,2,2,0,Electronic check,74.2,74.2,Yes,1.00
1834-ABKHQ,Female,0,Yes,Yes,1,1,1,Bank transfer (automatic),50.95,2610.65,No,51.24
1834-WULEG,Male,0,Yes,Yes,1,0,1,Mailed check,20.25,439.75,No,21.72
1837-YQUCE,Female,0,No,No,0,1,2,Bank transfer (automatic),58.35,4214.25,No,72.22
1839-FBNFR,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),19.85,854.8,No,43.06
1839-UMACK,Male,0,No,No,2,0,1,Electronic check,25.05,949.85,No,37.92
1840-BIUOG,Male,0,No,No,2,1,1,Electronic check,68.7,1416.2,No,20.61
1841-YSJGV,Male,0,Yes,No,2,2,2,Credit card (automatic),109.95,7852.4,No,71.42
1842-EZJMK,Male,0,Yes,Yes,2,2,0,Electronic check,103.7,5071.05,Yes,48.90
1843-TLSGD,Female,0,Yes,Yes,1,0,2,Mailed check,20.85,272.35,No,13.06
1845-CSBRZ,Female,1,Yes,Yes,2,2,0,Bank transfer (automatic),85.35,1961.6,No,22.98
1845-ZLLIG,Male,0,No,No,1,1,0,Mailed check,50.15,50.15,No,1.00
1846-XWOQN,Female,1,No,No,1,2,0,Electronic check,70.15,70.15,Yes,1.00
1848-LBZHY,Female,0,Yes,No,1,1,0,Bank transfer (automatic),50.3,355.1,No,7.06
1849-RJYIG,Female,0,No,No,1,1,0,Electronic check,60,487.75,No,8.13
1850-AKQEP,Male,0,No,Yes,1,0,0,Mailed check,20.35,178.7,No,8.78
1852-QSWCD,Male,0,Yes,Yes,2,0,2,Mailed check,24.8,1514.85,No,61.08
1852-XEMDW,Male,0,No,No,2,1,0,Mailed check,65.05,1427.55,No,21.95
1853-ARAAQ,Female,0,No,No,0,1,0,Credit card (automatic),50.35,1277.5,No,25.37
1853-UDXBW,Male,0,Yes,Yes,1,2,0,Electronic check,70,70,Yes,1.00
1855-AGAWH,Male,0,Yes,No,1,2,1,Electronic check,93.8,2939.8,No,31.34
1855-CFULU,Female,1,No,No,1,0,0,Mailed check,20.05,91.45,No,4.56
1862-QRWPE,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),20.65,1057,No,51.19
1862-SKORY,Female,1,Yes,No,0,1,0,Electronic check,39.3,1637.4,Yes,41.66
1866-DIOQZ,Female,0,Yes,No,0,1,1,Bank transfer (automatic),66.8,4689.15,No,70.20
1866-NXPSP,Female,0,No,No,1,1,1,Mailed check,75.55,2680.15,No,35.48
1866-OBPNR,Male,0,Yes,Yes,1,2,0,Credit card (automatic),74.6,74.6,No,1.00
1866-RZZQS,Male,1,No,No,2,2,0,Electronic check,98.4,4187.75,Yes,42.56
1866-ZSLJM,Male,0,No,No,1,0,0,Credit card (automatic),20.5,402.85,No,19.65
1867-BDVFH,Male,0,Yes,Yes,2,2,0,Electronic check,74.35,834.2,Yes,11.22
1867-TJHTS,Female,0,No,No,2,2,0,Bank transfer (automatic),79.8,4526.85,No,56.73
1871-MOWRM,Male,0,Yes,No,1,2,0,Bank transfer (automatic),80.85,866.45,Yes,10.72
1872-EBWSC,Female,0,No,No,1,0,1,Mailed check,20.35,617.35,No,30.34
1875-QIVME,Female,0,Yes,No,2,2,0,Electronic check,104.4,242.8,Yes,2.33
1877-HKBQX,Female,0,No,No,1,1,1,Mailed check,54.6,617.85,No,11.32
1891-FZYSA,Male,1,Yes,No,2,2,0,Electronic check,89.95,6143.15,Yes,68.30
1891-QRQSA,Male,1,Yes,Yes,2,2,2,Bank transfer (automatic),111.6,7099,No,63.61
1891-UAWWU,Female,1,Yes,No,2,2,0,Electronic check,90.8,1951,Yes,21.49
1894-IGFSG,Female,0,No,No,1,2,0,Electronic check,89.25,1907.85,Yes,21.38
1895-QTKDO,Female,0,No,No,1,1,0,Credit card (automatic),43.95,43.95,No,1.00
1897-OKVMW,Female,0,Yes,Yes,2,1,2,Mailed check,90.6,5817.45,No,64.21
1897-RCFUM,Female,0,Yes,Yes,2,0,1,Mailed check,24.2,914.6,No,37.79
1898-JSNDC,Female,0,No,No,1,1,1,Credit card (automatic),58.6,2224.5,No,37.96
1899-VXWXM,Male,0,No,No,2,2,1,Credit card (automatic),106.1,5082.8,Yes,47.91
1902-XBTFB,Male,0,No,Yes,1,2,0,Electronic check,89.4,2001.5,Yes,22.39
1904-WAJAA,Female,0,Yes,Yes,2,1,2,Electronic check,64.35,1558.65,No,24.22
1905-OEILC,Female,0,No,No,1,0,0,Mailed check,19.5,19.5,No,1.00
1907-UBQFC,Male,1,No,No,1,2,0,Electronic check,72.85,688.65,Yes,9.45
1907-YLNYW,Male,0,No,No,1,1,0,Electronic check,66.7,579,No,8.68
1910-FMXJM,Female,0,Yes,No,1,2,0,Electronic check,80.4,2937.65,No,36.54
1915-IOFGU,Female,0,No,No,1,2,0,Electronic check,70.5,70.5,Yes,1.00
1915-OAKWD,Female,0,No,Yes,1,0,1,Bank transfer (automatic),19.3,360.35,No,18.67
1918-ZBFQJ,Female,0,No,No,1,2,0,Electronic check,79.25,1111.65,Yes,14.03
1919-RTPQD,Male,0,Yes,Yes,1,1,0,Electronic check,44.75,333.65,No,7.46
1921-KYSAY,Female,0,No,No,2,1,1,Electronic check,68.6,2877.05,No,41.94
1925-GMVBW,Female,0,No,No,1,0,0,Credit card (automatic),20.55,96.1,No,4.68
1925-LFCZZ,Male,1,No,No,0,1,1,Bank transfer (automatic),50.05,2743.45,No,54.81
1925-TIBLE,Female,0,Yes,No,2,2,0,Electronic check,86.5,582.5,Yes,6.73
1926-QUZNN,Female,0,Yes,No,2,0,2,Bank transfer (automatic),25.25,1841.2,No,72.92
1927-QEWMY,Female,0,Yes,No,1,0,2,Credit card (automatic),20.5,1502.25,No,73.28
1928-BXYIV,Male,0,No,No,2,1,0,Electronic check,61.15,61.15,No,1.00
1929-ZCBHE,Male,0,Yes,Yes,0,1,1,Electronic check,40.3,1794.8,No,44.54
1930-BZLHI,Male,0,No,No,1,0,1,Mailed check,20.35,422.7,No,20.77
1930-QPBVZ,Male,0,Yes,Yes,1,2,2,Bank transfer (automatic),95.1,6683.4,No,70.28
1930-WNXSB,Male,0,Yes,Yes,1,2,0,Electronic check,92.85,5305.05,No,57.14
1932-UEDCX,Male,1,Yes,No,2,2,0,Bank transfer (automatic),100.6,3270.25,No,32.51
1934-MKPXS,Male,0,Yes,Yes,1,0,1,Credit card (automatic),20.1,620.55,No,30.87
1934-SJVJK,Male,0,No,No,1,0,0,Mailed check,20.15,20.15,Yes,1.00
1935-IMVBB,Male,0,Yes,No,1,2,0,Mailed check,89.7,4952.95,No,55.22
1936-CZAKF,Male,0,Yes,No,0,1,2,Credit card (automatic),49.65,2409.9,No,48.54
1936-UAFEH,Female,0,No,No,2,2,2,Credit card (automatic),110.25,7279.35,No,66.03
1937-OTUKY,Female,0,Yes,No,2,2,2,Bank transfer (automatic),98.2,7015.9,No,71.45
1941-HOSAM,Male,0,Yes,Yes,1,2,0,Electronic check,90.1,90.1,No,1.00
1942-OQFRW,Male,0,No,No,1,1,0,Electronic check,44,44,No,1.00
1945-XISKS,Female,0,Yes,No,1,0,2,Mailed check,19.65,1335.2,No,67.95
1950-KSVVJ,Female,0,Yes,No,2,2,1,Mailed check,113.3,5032.25,No,44.42
1951-IEYXM,Male,0,Yes,Yes,2,1,2,Credit card (automatic),90.6,6441.85,No,71.10
1952-DVVSW,Female,0,Yes,No,1,0,1,Mailed check,20.1,184.4,No,9.17
1955-IBMMB,Male,0,No,No,1,0,2,Bank transfer (automatic),20.2,1192.3,No,59.02
1956-YIFGE,Male,0,Yes,Yes,1,2,1,Mailed check,100.05,2090.25,No,20.89
1958-RNRKS,Male,0,Yes,No,2,1,0,Electronic check,49.9,1441.95,No,28.90
1960-UOTYM,Male,0,Yes,Yes,1,1,2,Electronic check,79.2,4016.3,No,50.71
1960-UYCNN,Male,0,No,No,2,2,0,Electronic check,95.25,1021.55,No,10.72
1963-SVUCV,Male,0,No,No,1,1,0,Electronic check,45.3,45.3,Yes,1.00
1963-VAUKV,Female,0,No,No,1,0,0,Mailed check,20.4,20.4,Yes,1.00
1964-SVLEA,Male,0,No,No,1,0,1,Mailed check,19.7,415.9,No,21.11
1965-AKTSX,Female,1,No,No,2,2,0,Electronic check,78.95,1101.85,Yes,13.96
1965-DDBWU,Male,0,No,No,2,2,0,Credit card (automatic),89.05,1448.6,Yes,16.27
1970-KKFWL,Female,0,No,No,2,0,2,Bank transfer (automatic),23.3,797.1,No,34.21
1971-DTCZB,Female,0,Yes,No,2,1,2,Bank transfer (automatic),90.95,6468.6,No,71.12
1972-XMUWV,Female,0,Yes,No,1,1,2,Credit card (automatic),59.8,3808.2,No,63.68
1976-AZZPJ,Male,0,Yes,No,0,1,0,Mailed check,34.2,256.6,No,7.50
1976-CFOCS,Female,1,Yes,No,1,1,0,Electronic check,46,46,Yes,1.00
1977-STDKI,Female,1,No,No,1,2,0,Electronic check,73,73,Yes,1.00
1980-KXVPM,Female,1,No,No,2,2,0,Credit card (automatic),75.05,256.25,Yes,3.41
1981-INRFU,Female,0,No,No,1,2,0,Electronic check,79.75,164.5,Yes,2.06
1982-FEBTD,Female,0,Yes,Yes,2,0,2,Credit card (automatic),25.6,514.75,No,20.11
1984-FCOWB,Female,0,Yes,No,2,2,1,Electronic check,109.5,7674.55,Yes,70.09
1984-GPTEH,Female,0,No,No,2,0,0,Electronic check,25.15,702,No,27.91
1985-MBRYP,Female,0,No,No,1,0,2,Bank transfer (automatic),19.65,779.25,No,39.66
1986-PHGZF,Male,1,No,No,2,1,0,Credit card (automatic),58.4,964.9,No,16.52
1987-AUELQ,Female,0,Yes,No,2,0,2,Credit card (automatic),25.05,1873.7,No,74.80
1989-PRJHP,Male,1,Yes,No,2,2,0,Electronic check,75.5,1893.95,Yes,25.09
1991-VOPLL,Female,0,No,No,1,0,0,Mailed check,19.05,157.65,No,8.28
1996-DBMUS,Female,1,Yes,No,1,2,0,Bank transfer (automatic),70.65,3545.05,No,50.18
1998-VHJHK,Female,0,No,No,1,0,1,Mailed check,19.15,501.35,No,26.18
2000-DHJUY,Female,1,Yes,No,2,1,2,Bank transfer (automatic),92.2,6474.45,No,70.22
2000-MPKCA,Female,0,No,No,2,2,1,Electronic check,107.75,6332.75,No,58.77
2001-EWBQU,Female,0,No,No,2,2,2,Electronic check,104.7,6333.8,No,60.49
2001-MCUUW,Male,0,No,No,2,2,2,Electronic check,108.65,4903.2,No,45.13
2002-MZHWP,Female,0,No,No,1,0,0,Mailed check,20.5,20.5,Yes,1.00
2003-CKLOR,Male,0,No,No,1,2,0,Electronic check,99.5,6710.5,Yes,67.44
2004-OCQXK,Female,0,No,No,1,2,0,Electronic check,81.95,81.95,Yes,1.00
2005-DWQZJ,Female,0,Yes,Yes,1,0,2,Mailed check,19.05,201.7,No,10.59
2007-QVGAW,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),19.35,1292.65,No,66.80
2011-TRQYE,Male,0,No,No,0,1,0,Credit card (automatic),33.5,600,Yes,17.91
2012-NWRPA,Female,1,Yes,No,2,2,0,Electronic check,99.55,1131.2,Yes,11.36
2013-SGDXK,Female,0,No,No,1,2,0,Electronic check,84.3,84.3,Yes,1.00
2014-MKGMH,Female,0,No,No,2,2,1,Electronic check,101.1,4674.4,No,46.24
2017-CCBLH,Female,0,No,No,1,0,2,Mailed check,20,141.6,No,7.08
2018-PZKMU,Male,0,Yes,Yes,1,2,0,Electronic check,103.1,970.45,No,9.41
2018-QKYGT,Male,0,Yes,Yes,1,2,0,Electronic check,81.05,81.05,No,1.00
